ID,Insects,Crop,Soil,Category_of_Toxicant,Does_count,Number_of_Weeks_Used,Number_Weeks_does_not used,Season,Crop_status
5,2999,Food,silt,2,30,53,4,1,0
6,2999,Food,silt,2,30,54,4,1,0
7,2999,Food,silt,2,40,35,21,2,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,3165,Food,silt,2,10,41,15,1,0
2,3165,Food,silt,2,20,33,24,2,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,3164,Food,silt,2,60,46,11,1,2
2,3337,Food,silt,2,10,32,24,1,0
3,3337,Food,silt,2,20,26,20,1,0
4,3337,Food,silt,2,20,40,7,3,0
5,3337,Food,silt,2,20,51,10,2,0
6,3337,Food,silt,2,30,48,11,2,0
7,3337,Food,silt,2,40,,26,1,0
8,3337,Food,silt,2,40,40,15,2,0
9,3337,Food,silt,2,45,41,19,2,0
10,3516,Food,silt,2,20,20,27,1,0
11,3516,Food,silt,2,10,31,29,3,0
12,3516,Food,silt,2,30,35,25,3,0
13,3515,Food,silt,2,40,30,22,1,0
14,3516,Food,silt,2,50,38,14,3,0
,,,,,,,,,
1,3702,Food,silt,2,20,33,23,2,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,3896,Food,silt,2,5,5,47,3,0
2,3896,Food,silt,2,20,34,23,2,0
3,3895,Food,silt,2,20,,20,2,0
,,,,,,,,,
1,4096,Food,silt,2,40,43,20,1,0
2,169,Feed,clay,2,20,,1,2,0
3,168,Feed,clay,2,45,,6,3,0
4,188,Feed,clay,2,15,12,7,1,0
5,209,Feed,clay,2,20,12,8,2,0
6,231,Feed,clay,2,10,11,9,3,0
7,231,Feed,clay,2,20,14,6,2,0
8,232,Feed,clay,2,30,27,1,1,0
9,283,Feed,clay,2,10,14,9,1,0
10,283,Feed,clay,2,20,20,6,2,0
11,283,Feed,clay,2,30,21,1,2,0
12,311,Feed,clay,2,5,25,2,1,0
13,312,Feed,clay,2,30,16,10,2,0
14,342,Feed,clay,2,10,13,12,3,0
15,342,Feed,clay,2,10,19,7,1,0
16,342,Feed,clay,2,20,23,4,2,0
17,342,Feed,clay,2,45,,7,2,0
18,375,Feed,clay,2,10,,11,3,0
19,375,Feed,clay,2,10,27,3,1,0
20,375,Feed,clay,2,20,,11,1,0
21,375,Feed,clay,2,20,22,8,2,0
22,375,Feed,clay,2,40,20,0,2,0
23,375,Feed,clay,2,40,20,10,3,0
24,375,Feed,clay,2,40,24,5,2,0
25,410,Feed,clay,2,5,,0,2,0
26,410,Feed,clay,2,10,20,1,2,0
27,410,Feed,clay,2,15,10,10,2,0
28,411,Feed,clay,2,15,17,9,1,0
29,410,Feed,clay,2,20,5,15,3,0
30,410,Feed,clay,2,20,11,15,2,0
31,410,Feed,clay,2,20,14,10,3,0
32,410,Feed,clay,2,20,15,15,2,0
33,410,Feed,clay,2,25,17,10,1,0
34,411,Feed,clay,2,30,15,1,2,0
35,410,Feed,clay,2,30,17,14,2,0
36,448,Feed,clay,2,5,12,14,1,0
37,448,Feed,clay,2,5,19,11,1,0
38,448,Feed,clay,2,20,,0,2,0
39,448,Feed,clay,2,20,27,0,2,0
40,448,Feed,clay,2,30,,13,1,0
41,488,Feed,clay,2,5,11,6,1,0
42,489,Feed,clay,2,10,11,12,1,0
43,488,Feed,clay,2,10,,17,1,0
44,488,Feed,clay,2,10,18,13,1,0
45,488,Feed,clay,2,15,24,9,2,0
46,488,Feed,clay,2,20,6,13,1,0
47,489,Feed,clay,2,20,16,3,1,0
48,488,Feed,clay,2,20,28,3,1,0
49,488,Feed,clay,2,30,19,9,1,0
50,488,Feed,clay,2,30,,3,1,0
51,488,Feed,clay,2,30,,1,2,0
52,488,Feed,clay,2,40,15,16,2,0
53,488,Feed,clay,2,50,24,7,3,0
54,531,Feed,clay,2,5,20,1,2,0
55,531,Feed,clay,2,20,23,4,2,0
56,531,Feed,clay,2,20,28,2,1,0
57,577,Feed,clay,2,5,12,11,2,0
58,577,Feed,clay,2,10,15,13,2,0
59,577,Feed,clay,2,10,26,5,2,0
60,577,Feed,clay,2,10,31,3,2,0
61,577,Feed,clay,2,15,10,1,1,0
62,577,Feed,clay,2,20,28,7,1,0
63,577,Feed,clay,2,25,23,6,2,0
64,577,Feed,clay,2,30,10,18,2,0
65,577,Feed,clay,2,30,33,2,2,0
66,577,Feed,clay,2,40,18,13,1,0
67,626,Feed,clay,2,5,10,10,1,0
68,625,Feed,clay,2,10,11,19,2,0
69,625,Feed,clay,2,10,13,15,2,0
70,625,Feed,clay,2,10,14,15,2,0
71,626,Feed,clay,2,10,15,11,2,0
72,625,Feed,clay,2,10,15,15,2,0
73,625,Feed,clay,2,15,20,13,2,0
74,625,Feed,clay,2,20,12,15,2,0
75,625,Feed,clay,2,20,15,20,2,0
76,626,Feed,clay,2,20,20,8,2,0
77,625,Feed,clay,2,25,12,1,1,0
78,625,Feed,clay,2,30,20,1,1,0
79,626,Feed,clay,2,30,,10,2,0
80,625,Feed,clay,2,40,28,4,2,0
81,625,Feed,clay,2,50,31,3,2,0
82,677,Feed,clay,2,5,10,13,3,0
83,677,Feed,clay,2,5,15,18,2,0
84,677,Feed,clay,2,5,27,8,1,0
85,677,Feed,clay,2,10,13,17,1,0
86,677,Feed,clay,2,10,13,18,1,0
87,677,Feed,clay,2,10,24,11,3,0
88,677,Feed,clay,2,15,20,12,3,0
89,677,Feed,clay,2,20,7,9,2,0
90,677,Feed,clay,2,20,10,17,1,0
91,677,Feed,clay,2,20,13,20,2,0
92,677,Feed,clay,2,20,30,7,2,0
93,677,Feed,clay,2,30,21,13,1,0
94,677,Feed,clay,2,50,31,2,1,0
95,677,Feed,clay,2,60,20,11,2,0
96,677,Feed,clay,2,60,27,3,2,0
97,731,Feed,clay,2,10,,14,2,0
98,731,Feed,clay,2,10,21,12,2,0
99,731,Feed,clay,2,15,20,2,2,0
100,731,Feed,clay,2,20,28,1,2,0
101,732,Feed,clay,2,25,25,2,1,0
102,732,Feed,clay,2,30,16,14,2,0
103,732,Feed,clay,2,30,21,12,1,0
104,732,Feed,clay,2,30,24,3,2,0
105,731,Feed,clay,2,50,22,15,2,0
106,731,Feed,clay,2,60,18,18,2,0
,,,,,,,,,
1,789,Feed,clay,2,5,10,21,2,0
2,789,Feed,clay,2,5,25,8,3,0
3,789,Feed,clay,2,10,10,1,1,0
4,790,Feed,clay,2,10,13,23,3,0
5,790,Feed,clay,2,10,18,18,2,0
6,789,Feed,clay,2,10,18,20,1,0
7,789,Feed,clay,2,10,20,18,2,0
8,789,Feed,clay,2,20,19,20,1,0
9,789,Feed,clay,2,20,20,0,3,0
10,789,Feed,clay,2,20,21,13,2,0
11,790,Feed,clay,2,20,24,9,2,0
12,789,Feed,clay,2,20,25,16,2,0
13,789,Feed,clay,2,20,,6,2,0
14,789,Feed,clay,2,40,15,18,2,0
15,789,Feed,clay,2,80,,4,2,0
,,,,,,,,,
1,851,Feed,clay,2,5,5,11,2,0
2,850,Feed,clay,2,5,38,0,2,0
3,851,Feed,clay,2,10,20,15,1,0
4,850,Feed,clay,2,20,15,3,3,0
5,850,Feed,clay,2,20,18,16,3,0
6,851,Feed,clay,2,20,30,14,2,0
7,850,Feed,clay,2,25,27,9,2,0
8,851,Feed,clay,2,30,,15,1,0
9,850,Feed,clay,2,30,30,2,3,0
10,851,Feed,clay,2,40,11,24,1,0
11,850,Feed,clay,2,60,20,13,2,0
12,916,Feed,clay,2,5,7,13,2,0
13,915,Feed,clay,2,5,9,25,2,0
14,915,Feed,clay,2,5,15,21,1,0
15,915,Feed,clay,2,5,15,25,3,0
16,916,Feed,clay,2,5,27,10,2,0
17,915,Feed,clay,2,10,18,15,2,0
18,916,Feed,clay,2,10,23,11,2,0
19,916,Feed,clay,2,10,28,0,2,0
20,916,Feed,clay,2,10,34,7,2,0
21,915,Feed,clay,2,20,10,18,2,0
22,915,Feed,clay,2,20,15,8,3,0
23,915,Feed,clay,2,20,16,20,2,0
24,915,Feed,clay,2,20,,4,2,0
25,916,Feed,clay,2,20,,16,2,0
26,915,Feed,clay,2,20,23,15,3,0
27,915,Feed,clay,2,20,,1,2,0
28,916,Feed,clay,2,20,,0,3,0
29,916,Feed,clay,2,30,9,25,1,0
30,915,Feed,clay,2,30,40,0,3,0
31,916,Feed,clay,2,40,28,8,3,0
32,916,Feed,clay,2,45,,14,1,0
33,916,Feed,clay,2,80,32,7,2,0
,,,,,,,,,
1,984,Feed,clay,2,10,25,6,1,0
2,984,Feed,clay,2,10,27,8,2,0
3,984,Feed,clay,2,10,37,1,1,0
4,984,Feed,clay,2,15,15,6,3,0
5,984,Feed,clay,2,15,16,15,2,0
6,984,Feed,clay,2,20,7,15,2,0
7,984,Feed,clay,2,20,12,17,1,0
8,984,Feed,clay,2,20,31,6,3,0
9,984,Feed,clay,2,25,38,6,3,0
10,984,Feed,clay,2,30,,17,2,0
11,984,Feed,clay,2,30,30,0,2,0
12,984,Feed,clay,2,30,30,8,1,0
13,984,Feed,clay,2,30,36,0,1,0
14,984,Feed,clay,2,40,27,3,3,0
15,984,Feed,clay,2,40,37,5,2,0
16,984,Feed,clay,2,40,39,2,3,0
17,984,Feed,clay,2,50,38,1,2,0
18,1056,Feed,clay,2,50,15,13,1,0
19,1056,Feed,clay,2,5,5,15,1,0
20,1056,Feed,clay,2,10,31,4,2,0
21,1056,Feed,clay,2,15,6,20,1,0
22,1056,Feed,clay,2,20,19,22,1,0
23,1056,Feed,clay,2,20,21,11,2,0
24,1056,Feed,clay,2,20,,16,2,0
25,1056,Feed,clay,2,20,40,2,1,0
26,1056,Feed,clay,2,40,21,15,1,0
27,1056,Feed,clay,2,40,24,13,2,0
28,1056,Feed,clay,2,40,24,24,3,0
29,1056,Feed,clay,2,40,32,6,1,0
30,1056,Feed,clay,2,50,35,6,2,0
31,1132,Feed,clay,2,20,17,23,1,0
32,1132,Feed,clay,2,5,22,16,2,0
33,1132,Feed,clay,2,10,41,3,2,0
34,1132,Feed,clay,2,15,17,23,1,0
35,1132,Feed,clay,2,15,25,15,1,0
36,1132,Feed,clay,2,20,14,25,1,0
37,1132,Feed,clay,2,25,20,20,2,0
38,1132,Feed,clay,2,30,9,9,2,0
39,1132,Feed,clay,2,30,22,6,1,0
40,1132,Feed,clay,2,35,32,8,2,0
41,1212,Feed,clay,2,5,7,29,1,0
42,1212,Feed,clay,2,5,9,9,3,0
43,1212,Feed,clay,2,15,,14,2,0
44,1212,Feed,clay,2,20,10,9,1,0
45,1212,Feed,clay,2,20,10,20,1,0
46,1212,Feed,clay,2,20,18,24,2,0
47,1212,Feed,clay,2,20,20,7,3,0
48,1212,Feed,clay,2,20,24,16,1,0
49,1212,Feed,clay,2,20,29,14,2,0
50,1212,Feed,clay,2,20,30,1,2,0
51,1212,Feed,clay,2,30,19,29,2,0
52,1212,Feed,clay,2,40,22,17,1,0
53,1212,Feed,clay,2,60,30,9,1,0
54,1296,Feed,clay,2,5,24,1,1,0
55,1297,Feed,clay,2,5,31,5,3,0
56,1296,Feed,clay,2,10,5,15,2,0
57,1297,Feed,clay,2,10,16,14,3,0
58,1297,Feed,clay,2,10,,3,3,0
59,1296,Feed,clay,2,10,20,16,2,0
60,1296,Feed,clay,2,10,41,1,3,0
61,1296,Feed,clay,2,20,12,22,3,0
62,1296,Feed,clay,2,20,,29,1,0
63,1297,Feed,clay,2,20,34,10,2,0
64,1296,Feed,clay,2,20,,0,2,0
65,1297,Feed,clay,2,30,33,0,2,0
66,1297,Feed,clay,2,30,36,6,2,0
67,1296,Feed,clay,2,40,13,26,2,0
68,1385,Feed,clay,2,5,10,16,2,0
69,1385,Feed,clay,2,10,22,18,2,0
70,1385,Feed,clay,2,20,26,13,1,0
71,1385,Feed,clay,2,20,32,10,2,0
72,1385,Feed,clay,2,20,33,7,1,0
73,1385,Feed,clay,2,20,39,1,2,0
74,1385,Feed,clay,2,30,25,19,1,0
75,1385,Feed,clay,2,30,,12,2,0
76,1385,Feed,clay,2,30,42,3,1,0
77,1385,Feed,clay,2,40,20,3,3,0
78,1385,Feed,clay,2,70,28,17,1,0
79,1478,Feed,clay,2,20,30,12,1,0
80,1478,Feed,clay,2,10,22,19,1,0
81,1478,Feed,clay,2,15,13,29,2,0
82,1478,Feed,clay,2,15,15,2,1,0
83,1478,Feed,clay,2,20,5,25,2,0
84,1478,Feed,clay,2,20,21,17,2,0
85,1478,Feed,clay,2,20,21,28,2,0
86,1478,Feed,clay,2,20,28,7,2,0
87,1478,Feed,clay,2,20,35,12,3,0
88,1478,Feed,clay,2,30,34,4,2,0
89,1575,Feed,clay,2,5,33,10,2,0
90,1576,Feed,clay,2,5,9,23,2,0
91,1576,Feed,clay,2,5,9,32,3,0
92,1576,Feed,clay,2,10,22,11,1,0
93,1576,Feed,clay,2,10,22,28,2,0
94,1576,Feed,clay,2,10,34,14,2,0
95,1576,Feed,clay,2,20,26,14,2,0
96,1576,Feed,clay,2,20,37,9,2,0
97,1576,Feed,clay,2,20,40,0,3,0
98,1575,Feed,clay,2,20,43,0,1,0
99,1576,Feed,clay,2,30,41,2,2,0
100,1576,Feed,clay,2,40,27,16,2,0
,,,,,,,,,
1,1678,Feed,clay,2,5,18,16,2,0
2,1678,Feed,clay,2,10,10,29,3,0
3,1678,Feed,clay,2,10,33,4,2,0
4,1678,Feed,clay,2,10,44,5,3,0
5,1678,Feed,clay,2,15,17,29,2,0
6,1678,Feed,clay,2,20,40,11,2,0
7,1678,Feed,clay,2,20,49,1,2,0
8,1678,Feed,clay,2,30,37,10,1,0
9,1678,Feed,clay,2,60,32,16,2,0
,,,,,,,,,
1,1785,Feed,clay,2,10,,25,1,0
2,1786,Feed,clay,2,10,41,5,3,0
3,1786,Feed,clay,2,20,16,28,1,0
4,1785,Feed,clay,2,20,21,16,2,0
5,1786,Feed,clay,2,20,26,23,3,0
6,1785,Feed,clay,2,20,45,1,2,0
7,1786,Feed,clay,2,40,18,7,1,0
8,1898,Feed,clay,2,5,24,20,2,0
9,1898,Feed,clay,2,10,32,16,2,0
10,1898,Feed,clay,2,10,36,13,3,0
11,1898,Feed,clay,2,15,17,34,2,0
12,1898,Feed,clay,2,20,15,31,1,0
13,1898,Feed,clay,2,20,34,16,2,0
14,1898,Feed,clay,2,30,18,26,2,0
15,1898,Feed,clay,2,30,48,2,3,0
16,1898,Feed,clay,2,35,20,30,2,0
17,1898,Feed,clay,2,40,40,11,2,0
18,2016,Feed,clay,2,10,40,10,1,0
19,2016,Feed,clay,2,15,17,10,2,0
20,2016,Feed,clay,2,20,19,9,1,0
21,2015,Feed,clay,2,20,25,22,3,0
22,2015,Feed,clay,2,20,28,17,2,0
23,2016,Feed,clay,2,20,43,6,2,0
24,2015,Feed,clay,2,20,51,8,2,0
,,,,,,,,,
1,2139,Feed,clay,2,5,22,29,2,0
2,2139,Feed,clay,2,10,,38,2,0
3,2139,Feed,clay,2,10,12,38,2,0
4,2139,Feed,clay,2,10,23,13,2,0
5,2139,Feed,clay,2,10,33,9,1,0
6,2139,Feed,clay,2,15,49,1,2,0
7,2138,Feed,clay,2,20,21,12,2,0
8,2139,Feed,clay,2,20,,20,3,0
9,2138,Feed,clay,2,30,10,33,1,0
10,2139,Feed,clay,2,40,23,28,1,0
11,2138,Feed,clay,2,40,54,6,2,0
12,2267,Feed,clay,2,10,31,7,3,0
13,2267,Feed,clay,2,10,39,14,2,0
14,2267,Feed,clay,2,15,33,19,3,0
15,2267,Feed,clay,2,20,32,14,1,0
16,2267,Feed,clay,2,20,49,3,1,0
17,2267,Feed,clay,2,30,18,9,2,0
18,2267,Feed,clay,2,30,38,11,2,0
19,2401,Feed,clay,2,5,35,18,2,0
20,2401,Feed,clay,2,10,43,8,2,0
21,2401,Feed,clay,2,20,33,15,3,0
22,2401,Feed,clay,2,40,33,7,2,0
,,,,,,,,,
1,2542,Feed,clay,2,10,29,12,2,0
2,2542,Feed,clay,2,10,45,11,2,0
3,2542,Feed,clay,2,20,10,11,1,0
4,2542,Feed,clay,2,20,,1,1,0
,,,,,,,,,
1,2688,Feed,clay,2,10,17,38,2,0
2,2688,Feed,clay,2,10,38,4,2,0
3,2688,Feed,clay,2,20,23,25,2,0
,,,,,,,,,
,,,,,,,,,
1,2840,Feed,clay,2,10,19,33,2,0
2,2840,Feed,clay,2,10,,6,3,0
3,2840,Feed,clay,2,10,,13,2,0
4,2840,Feed,clay,2,20,18,30,1,0
5,2840,Feed,clay,2,20,35,3,3,0
6,2840,Feed,clay,2,20,48,3,2,0
7,2840,Feed,clay,2,20,53,3,1,0
,,,,,,,,,
,,,,,,,,,
1,2999,Feed,clay,2,15,,44,2,0
2,2999,Feed,clay,2,15,37,12,2,0
3,3165,Feed,clay,2,5,39,14,3,0
4,3164,Feed,clay,2,5,40,13,1,0
5,3165,Feed,clay,2,10,30,1,2,0
,,,,,,,,,
1,3337,Feed,clay,2,5,,6,2,0
2,3337,Feed,clay,2,20,,26,3,0
,,,,,,,,,
1,3516,Feed,clay,2,10,24,37,1,0
2,3516,Feed,clay,2,10,30,27,3,0
3,3515,Feed,clay,2,20,17,22,1,0
4,3516,Feed,clay,2,20,19,23,2,0
5,3515,Feed,clay,2,60,23,33,2,0
6,3702,Feed,clay,2,20,45,15,2,0
7,3896,Feed,clay,2,10,10,19,1,0
8,3896,Feed,clay,2,20,31,29,2,0
9,4096,Feed,clay,2,5,30,30,2,0
,,,,,,,,,
,,,,,,,,,
1,232,Feed,clay,1,0,0,0,1,0
2,283,Feed,silt,1,0,0,0,2,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,1297,Food,silt,1,0,0,0,3,2
,,,,,,,,,
1,1575,Food,silt,1,0,0,0,1,2
,,,,,,,,,
1,1575,Feed,silt,1,0,0,0,1,2
2,1898,Feed,silt,1,0,0,0,1,2
3,2402,Food,clay,1,0,0,0,1,0
,,,,,,,,,
1,2541,Food,clay,1,0,0,0,2,0
2,2541,Feed,silt,1,0,0,0,2,2
3,2840,Feed,silt,1,0,0,0,2,2
4,150,Food,clay,3,40,15,0,2,0
5,151,Food,silt,3,25,,0,1,0
6,188,Food,clay,3,60,,0,2,0
7,209,Food,silt,3,5,12,0,1,0
8,209,Food,silt,3,15,18,0,1,0
9,209,Food,silt,3,40,,0,2,0
10,209,Food,silt,3,95,24,0,1,0
11,232,Food,clay,3,60,22,0,2,0
12,232,Food,clay,3,60,24,0,2,0
13,231,Food,silt,3,15,9,0,2,0
14,232,Food,silt,3,40,12,0,2,0
15,257,Food,clay,3,20,,0,2,0
16,256,Food,silt,3,10,27,0,2,0
17,257,Food,silt,3,25,,0,2,0
18,283,Food,clay,3,10,25,0,3,0
19,283,Food,clay,3,15,25,0,1,0
20,283,Food,clay,3,20,30,0,1,0
21,283,Food,silt,3,60,25,0,1,0
22,311,Food,clay,3,5,26,0,3,0
23,311,Food,clay,3,5,30,0,2,0
24,312,Food,silt,3,5,,0,1,0
25,312,Food,silt,3,20,24,0,3,0
26,311,Food,silt,3,30,28,0,1,0
27,342,Food,clay,3,20,25,0,3,0
28,342,Food,clay,3,25,24,0,2,0
29,342,Food,silt,3,15,23,0,2,0
,,,,,,,,,
1,375,Food,clay,3,10,21,0,3,0
2,375,Food,clay,3,10,34,0,2,0
3,375,Food,clay,3,25,25,0,2,0
4,375,Food,clay,3,20,,0,1,2
5,375,Food,silt,3,15,24,0,2,0
6,375,Food,silt,3,20,19,0,2,0
7,375,Food,silt,3,60,31,0,2,0
8,410,Food,clay,3,30,8,0,1,0
9,410,Food,clay,3,30,35,0,2,0
10,411,Food,clay,3,20,20,0,2,2
11,410,Food,silt,3,40,15,0,3,0
12,410,Food,silt,3,40,35,0,2,0
13,410,Food,silt,3,60,37,0,2,0
14,448,Food,clay,3,5,29,0,1,0
15,448,Food,clay,3,20,35,0,2,0
16,448,Food,clay,3,25,22,0,3,0
17,448,Food,clay,3,35,17,0,1,0
18,448,Food,clay,3,40,27,0,1,0
19,448,Food,clay,3,40,37,0,2,0
20,448,Food,clay,3,45,29,0,2,0
21,448,Food,silt,3,10,5,0,1,0
22,448,Food,silt,3,20,22,0,3,0
23,448,Food,silt,3,25,14,0,3,0
24,448,Food,silt,3,25,25,0,1,0
25,448,Food,silt,3,25,,0,1,0
26,448,Food,silt,3,25,33,0,3,0
27,448,Food,silt,3,40,24,0,2,0
28,488,Food,clay,3,20,18,0,2,0
,,,,,,,,,
1,488,Food,silt,3,15,,0,1,0
2,488,Food,silt,3,15,35,0,2,0
3,489,Food,silt,3,35,26,0,1,0
4,488,Food,silt,3,50,,0,1,0
5,488,Food,silt,3,50,30,0,2,0
6,531,Food,clay,3,40,35,0,1,0
7,531,Food,silt,3,5,,0,2,0
8,531,Food,silt,3,10,28,0,3,0
9,531,Food,silt,3,10,31,0,2,0
10,531,Food,silt,3,20,15,0,2,0
11,531,Food,silt,3,30,23,0,2,0
12,531,Food,silt,3,35,20,0,1,0
13,531,Food,silt,3,35,23,0,1,0
14,531,Food,silt,3,70,31,0,2,0
15,531,Food,silt,3,90,30,0,2,0
16,577,Food,clay,3,5,34,0,3,0
17,577,Food,clay,3,15,27,0,2,0
18,577,Food,clay,3,15,29,0,2,0
19,577,Food,clay,3,25,26,0,1,0
20,577,Food,clay,3,35,16,0,2,0
,,,,,,,,,
1,577,Food,silt,3,5,28,0,1,0
2,577,Food,silt,3,5,34,0,2,0
3,577,Food,silt,3,10,,0,2,0
4,577,Food,silt,3,20,9,0,2,0
5,577,Food,silt,3,80,35,0,2,0
6,625,Food,clay,3,20,10,0,2,0
7,625,Food,clay,3,20,35,0,1,0
8,625,Food,clay,3,20,39,0,2,0
9,625,Food,clay,3,25,30,0,2,0
10,625,Food,clay,3,25,31,0,2,0
11,625,Food,silt,3,25,25,0,1,0
12,626,Food,silt,3,80,34,0,3,0
13,677,Food,clay,3,20,13,0,1,0
14,677,Food,clay,3,20,26,0,2,0
15,677,Food,clay,3,20,31,0,2,0
16,677,Food,clay,3,20,42,0,2,0
17,677,Food,clay,3,30,16,0,1,0
18,677,Food,clay,3,35,25,0,2,0
19,677,Food,clay,3,45,33,0,1,0
20,677,Food,clay,3,60,38,0,3,0
21,677,Food,clay,3,80,38,0,1,0
,,,,,,,,,
,,,,,,,,,
1,677,Food,silt,3,5,37,0,1,0
2,677,Food,silt,3,20,9,0,1,0
3,677,Food,silt,3,20,25,0,2,0
4,677,Food,silt,3,25,30,0,2,0
5,677,Food,silt,3,35,15,0,2,0
6,677,Food,silt,3,35,29,0,1,0
7,677,Food,silt,3,50,,0,3,0
8,731,Food,clay,3,10,29,0,2,0
9,731,Food,clay,3,10,35,0,3,0
10,732,Food,clay,3,10,44,0,2,0
11,731,Food,clay,3,15,20,0,2,0
12,732,Food,clay,3,25,36,0,2,0
13,731,Food,clay,3,30,27,0,1,0
14,731,Food,clay,3,40,33,0,3,0
,,,,,,,,,
1,731,Food,silt,3,25,33,0,3,0
2,731,Food,silt,3,25,37,0,3,0
3,731,Food,silt,3,25,38,0,2,0
4,732,Food,silt,3,40,24,0,2,0
5,731,Food,silt,3,90,36,0,1,0
,,,,,,,,,
1,732,Food,silt,3,30,35,0,3,2
2,789,Food,clay,3,15,31,0,2,0
3,790,Food,clay,3,20,33,0,1,0
4,789,Food,clay,3,25,38,0,2,0
5,789,Food,clay,3,45,,0,3,0
,,,,,,,,,
1,789,Food,silt,3,20,30,0,2,0
2,790,Food,silt,3,20,31,0,2,0
3,789,Food,silt,3,25,35,0,2,0
4,789,Food,silt,3,25,40,0,2,0
5,789,Food,silt,3,25,,0,1,0
6,789,Food,silt,3,40,22,0,2,0
7,789,Food,silt,3,45,39,0,2,0
8,789,Food,silt,3,80,,0,1,0
,,,,,,,,,
,,,,,,,,,
1,851,Food,clay,3,30,44,0,2,0
2,851,Food,clay,3,40,31,0,2,0
3,850,Food,clay,3,40,35,0,3,0
,,,,,,,,,
,,,,,,,,,
1,851,Food,silt,3,30,29,0,2,0
2,851,Food,silt,3,60,34,0,2,0
3,915,Food,clay,3,5,39,0,3,0
4,915,Food,clay,3,20,,0,2,0
5,915,Food,clay,3,80,,0,1,0
6,916,Food,clay,3,30,,0,1,2
7,915,Food,silt,3,15,31,0,2,0
,,,,,,,,,
,,,,,,,,,
1,984,Food,clay,3,15,9,0,3,0
2,984,Food,clay,3,45,40,0,3,0
3,984,Food,clay,3,60,34,0,3,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,984,Food,silt,3,10,,0,1,0
2,984,Food,silt,3,15,39,0,2,0
3,984,Food,silt,3,15,42,0,2,0
4,984,Food,silt,3,20,46,0,1,0
5,984,Food,silt,3,40,,0,2,0
6,984,Food,silt,3,40,43,0,2,0
7,984,Food,silt,3,70,40,0,2,2
8,984,Food,silt,3,30,27,0,3,2
9,1056,Food,clay,3,40,35,0,1,0
10,1056,Food,clay,3,60,46,0,2,0
,,,,,,,,,
1,1056,Food,silt,3,5,25,0,2,0
2,1056,Food,silt,3,5,37,0,2,0
3,1056,Food,silt,3,20,42,0,2,0
4,1056,Food,silt,3,30,28,0,2,0
,,,,,,,,,
1,1132,Food,clay,3,25,44,0,1,0
2,1132,Food,clay,3,50,28,0,1,0
3,1132,Food,clay,3,50,38,0,3,0
4,1132,Food,clay,3,60,44,0,1,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,1132,Food,silt,3,10,42,0,3,0
2,1132,Food,silt,3,25,37,0,2,0
,,,,,,,,,
,,,,,,,,,
1,1132,Food,silt,3,40,38,0,2,2
2,1212,Food,clay,3,5,45,0,1,0
3,1212,Food,clay,3,15,42,0,2,0
4,1212,Food,clay,3,20,21,0,2,0
5,1212,Food,clay,3,25,25,0,1,0
6,1212,Food,clay,3,25,38,0,1,0
7,1212,Food,clay,3,30,45,0,2,0
8,1212,Food,clay,3,40,35,0,2,0
9,1212,Food,clay,3,40,40,0,1,0
10,1212,Food,clay,3,60,41,0,3,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,1212,Food,clay,3,30,42,0,2,2
2,1212,Food,silt,3,10,33,0,2,0
3,1212,Food,silt,3,10,39,0,1,0
4,1212,Food,silt,3,45,35,0,2,0
5,1212,Food,silt,3,50,24,0,1,0
,,,,,,,,,
,,,,,,,,,
1,1296,Food,clay,3,10,18,0,3,0
2,1296,Food,clay,3,20,30,0,3,0
3,1296,Food,clay,3,20,42,0,3,0
4,1296,Food,clay,3,45,48,0,2,0
,,,,,,,,,
1,1296,Food,silt,3,15,35,0,1,0
2,1296,Food,silt,3,20,38,0,2,0
,,,,,,,,,
1,1296,Food,silt,3,20,36,0,2,2
2,1385,Food,clay,3,5,39,0,3,0
3,1385,Food,clay,3,30,,0,1,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,1385,Food,silt,3,20,45,0,2,0
2,1385,Food,silt,3,25,36,0,1,0
3,1385,Food,silt,3,20,44,0,2,2
4,1478,Food,clay,3,5,39,0,1,0
5,1478,Food,clay,3,25,52,0,2,0
,,,,,,,,,
1,1478,Food,clay,3,60,44,0,3,2
2,1478,Food,silt,3,15,37,0,1,0
3,1478,Food,silt,3,15,47,0,2,0
4,1478,Food,silt,3,30,,0,2,0
5,1478,Food,silt,3,35,39,0,1,0
6,1478,Food,silt,3,45,42,0,3,0
7,1478,Food,silt,3,50,42,0,2,0
,,,,,,,,,
1,1576,Food,clay,3,5,48,0,2,0
2,1576,Food,clay,3,20,49,0,2,0
3,1576,Food,clay,3,35,53,0,2,0
